mode,car_time,avail_public_transport,avail_car,avail_cycle,avail_walk,avail_passenger,head_of_household,car_competition,has_car,female,central_zone,manual_worker,cycle_time,walk_time,transit_walk_time,cycle_non_linear,walk_non_linear,public_transport_time,public_transport_cost,car_cost
car,408,1,1,1,1,1,1,1.0,1,0,0,0,1128.0,3384.0,108.0,228.0,900.0,3848,75.9,188.0
walk,150,0,1,1,1,1,0,1.0,1,1,0,0,408.0,1224.0,108.0,0.0,324.0,853,75.9,68.0
car,108,1,1,1,1,1,1,1.0,1,0,0,0,288.0,864.0,36.0,0.0,0.0,2268,75.9,48.0
car,732,1,1,1,0,1,0,1.0,1,1,0,0,1704.0,5112.0,36.0,804.0,900.0,3626,75.9,284.0
walk,198,0,0,1,1,1,0,1.0,1,1,0,0,216.0,648.0,180.0,0.0,0.0,853,75.9,36.0
car,588,1,1,1,1,1,1,0.5,1,0,0,0,1392.0,4176.0,180.0,492.0,900.0,3848,75.9,232.0
passenger,558,1,1,1,1,1,0,0.5,1,1,0,0,1320.0,3960.0,180.0,420.0,900.0,4121,75.9,220.0
cycle,378,1,0,1,1,1,1,0.0,0,0,0,0,1080.0,3240.0,180.0,180.0,900.0,2148,75.9,180.0
public_transport,570,1,0,1,1,1,0,0.0,0,1,0,0,1296.0,3888.0,180.0,396.0,900.0,4121,75.9,216.0
car,888,1,1,1,0,1,1,0.5,1,0,0,0,2184.0,6552.0,216.0,900.0,900.0,4327,75.9,364.0
passenger,648,1,1,1,1,1,0,1.0,1,1,0,0,1320.0,3960.0,288.0,420.0,900.0,3135,75.9,570.0
car,1440,1,1,1,0,1,1,0.5,1,0,0,0,1488.0,4464.0,288.0,588.0,900.0,3969,75.9,248.0
car,222,1,1,1,1,1,0,0.5,1,1,0,1,648.0,1944.0,144.0,0.0,900.0,2907,75.9,108.0
cycle,240,1,1,1,1,1,1,0.5,1,0,0,0,672.0,2016.0,144.0,0.0,900.0,1729,75.9,112.0
public_transport,492,1,1,1,1,1,0,0.5,1,1,0,0,1056.0,3168.0,144.0,156.0,900.0,2623,75.9,876.0
car,486,1,1,1,1,1,1,1.0,1,0,0,0,1152.0,3456.0,144.0,252.0,900.0,3084,75.9,192.0
passenger,486,1,0,1,1,1,0,1.0,1,1,0,0,1152.0,3456.0,144.0,252.0,900.0,3084,75.9,192.0
car,1464,1,1,1,0,1,1,0.5,1,0,0,1,1632.0,4896.0,72.0,732.0,900.0,3519,75.9,272.0
public_transport,492,1,1,1,1,1,0,0.5,1,1,0,0,1056.0,3168.0,72.0,156.0,900.0,2198,75.9,701.0
passenger,240,1,0,1,1,1,0,1.0,1,1,0,0,672.0,2016.0,144.0,0.0,900.0,1936,75.9,112.0
car,486,1,1,1,1,1,0,1.0,1,1,0,0,1368.0,4104.0,144.0,468.0,900.0,4121,75.9,228.0
cycle,696,1,1,1,1,1,1,0.5,1,0,0,0,1416.0,4248.0,1224.0,516.0,900.0,3561,75.9,586.0
car,720,1,1,1,1,1,1,0.5,1,0,0,0,1392.0,4176.0,180.0,492.0,900.0,2791,75.9,932.0
passenger,786,1,1,1,0,1,1,0.5,1,0,0,0,2184.0,6552.0,108.0,900.0,900.0,4736,75.9,364.0
car,780,1,1,1,0,1,0,0.5,1,1,0,0,1800.0,5400.0,108.0,900.0,900.0,3900,75.9,300.0
public_transport,528,1,1,1,1,1,0,0.6666666666666666,1,1,0,0,1272.0,3816.0,108.0,372.0,900.0,3109,75.9,212.0
public_transport,528,1,1,1,1,1,0,0.6666666666666666,1,1,0,0,1272.0,3816.0,108.0,372.0,900.0,3109,75.9,212.0
cycle,552,1,1,1,1,1,1,0.5,1,0,0,1,1344.0,4032.0,180.0,444.0,900.0,4394,75.9,224.0
car,402,1,1,1,1,1,0,0.5,1,1,0,1,1056.0,3168.0,180.0,156.0,900.0,2838,75.9,351.0
car,762,1,1,1,0,1,1,1.0,1,0,0,0,1992.0,5976.0,144.0,900.0,900.0,4303,75.9,332.0
walk,0,0,0,1,1,1,0,1.0,1,1,0,0,0.0,0.0,144.0,0.0,0.0,497,75.9,0.0
car,732,1,1,1,0,1,1,1.0,1,0,0,0,1824.0,5472.0,72.0,900.0,900.0,3509,75.9,304.0
car,942,1,1,1,0,1,0,1.0,1,1,0,1,2808.0,8424.0,72.0,900.0,900.0,7116,75.9,468.0
walk,162,1,1,1,1,1,1,0.5,1,0,0,0,312.0,936.0,72.0,0.0,36.0,1158,75.9,52.0
car,252,1,1,1,1,1,1,1.0,1,1,0,0,576.0,1728.0,72.0,0.0,828.0,2284,75.9,96.0
cycle,150,1,0,1,1,1,1,0.0,0,1,0,0,408.0,1224.0,288.0,0.0,324.0,2146,75.9,68.0
walk,0,1,1,1,1,1,0,0.5,1,1,0,0,0.0,0.0,72.0,0.0,0.0,889,75.9,0.0
car,1260,1,1,1,0,1,1,0.5,1,0,0,0,2208.0,6624.0,36.0,900.0,900.0,3629,75.9,368.0
walk,0,0,1,1,1,1,0,0.5,1,1,0,0,0.0,0.0,36.0,0.0,0.0,645,75.9,0.0
car,240,1,1,1,1,1,0,0.5,1,1,0,0,744.0,2232.0,36.0,0.0,900.0,2450,75.9,124.0
car,294,1,1,1,1,1,1,1.0,1,0,0,0,552.0,1656.0,36.0,0.0,756.0,1106,75.9,92.0
passenger,204,1,0,1,1,1,0,1.0,1,1,0,0,528.0,1584.0,36.0,0.0,684.0,1374,75.9,88.0
cycle,354,0,1,1,1,1,1,0.5,1,0,0,0,864.0,2592.0,72.0,0.0,900.0,555,75.9,144.0
cycle,168,1,1,1,1,1,1,0.5,1,0,0,0,432.0,1296.0,72.0,0.0,396.0,1912,75.9,72.0
public_transport,168,1,1,1,1,1,1,1.0,1,0,0,1,432.0,1296.0,72.0,0.0,396.0,1912,75.9,72.0
car,150,1,1,1,1,1,1,1.0,1,0,0,0,408.0,1224.0,180.0,0.0,324.0,1158,75.9,68.0
car,510,1,1,1,1,1,1,0.5,1,0,0,0,1320.0,3960.0,252.0,420.0,900.0,4007,75.9,220.0
car,1320,1,1,1,1,1,1,1.0,1,0,0,0,1176.0,3528.0,252.0,276.0,900.0,3779,75.9,196.0
car,1320,1,1,1,1,1,1,1.0,1,0,0,0,1176.0,3528.0,288.0,276.0,900.0,3779,75.9,196.0
car,1320,1,1,1,1,1,0,1.0,1,1,0,0,1176.0,3528.0,288.0,276.0,900.0,3779,75.9,196.0
walk,390,1,1,1,1,1,1,0.5,1,0,0,0,888.0,2664.0,216.0,0.0,900.0,2236,75.9,148.0
car,528,1,1,1,1,1,1,1.0,1,0,0,0,1080.0,3240.0,288.0,180.0,900.0,3101,75.9,180.0
car,444,1,1,1,1,1,0,1.0,1,1,0,0,1008.0,3024.0,288.0,108.0,900.0,2500,75.9,168.0
car,372,1,1,1,1,1,1,1.0,1,0,0,1,1104.0,3312.0,216.0,204.0,900.0,2081,75.9,184.0
public_transport,462,1,0,1,1,1,0,1.0,1,1,0,0,936.0,2808.0,216.0,36.0,900.0,3442,75.9,156.0
car,270,1,1,1,1,1,1,1.0,1,0,0,1,696.0,2088.0,144.0,0.0,900.0,1616,75.9,116.0
walk,354,0,1,1,1,1,1,1.0,1,0,0,0,864.0,2592.0,252.0,0.0,900.0,313,75.9,144.0
car,372,1,1,1,1,1,1,0.5,1,0,0,0,1104.0,3312.0,108.0,204.0,900.0,2031,75.9,184.0
car,264,1,1,1,1,1,0,1.0,1,1,0,0,648.0,1944.0,36.0,0.0,900.0,1188,75.9,108.0
cycle,204,1,1,1,1,1,1,0.5,1,0,0,0,528.0,1584.0,72.0,0.0,684.0,1374,75.9,88.0
car,1368,1,1,1,1,1,1,1.0,1,1,0,0,1296.0,3888.0,36.0,396.0,900.0,2792,75.9,216.0
car,144,1,1,1,1,1,1,1.0,1,0,0,0,360.0,1080.0,72.0,0.0,180.0,916,75.9,60.0
passenger,330,1,0,1,1,1,0,1.0,1,1,0,0,552.0,1656.0,72.0,0.0,756.0,2165,75.9,92.0
walk,114,0,1,1,1,1,1,0.5,1,0,0,0,264.0,792.0,144.0,0.0,0.0,645,75.9,44.0
car,228,1,1,1,1,1,1,1.0,1,0,0,0,552.0,1656.0,216.0,0.0,756.0,2234,75.9,92.0
car,816,1,1,1,1,1,0,1.0,1,1,0,0,768.0,2304.0,216.0,0.0,900.0,2848,75.9,128.0
car,276,1,1,1,1,1,1,1.0,1,0,0,0,456.0,1368.0,36.0,0.0,468.0,1961,75.9,76.0
car,564,1,1,1,1,1,1,1.0,1,0,0,0,936.0,2808.0,72.0,36.0,900.0,2863,75.9,156.0
car,564,1,1,1,1,1,1,1.0,1,0,0,0,936.0,2808.0,36.0,36.0,900.0,2792,75.9,156.0
car,576,1,1,1,0,1,0,1.0,1,1,0,0,1464.0,4392.0,36.0,564.0,900.0,3705,75.9,244.0
car,174,1,1,1,1,1,1,1.0,1,0,0,0,288.0,864.0,36.0,0.0,0.0,916,75.9,48.0
walk,192,1,0,1,1,1,0,1.0,1,1,0,0,312.0,936.0,36.0,0.0,36.0,889,75.9,52.0
walk,198,1,1,1,1,1,1,1.0,1,1,0,0,552.0,1656.0,360.0,0.0,756.0,984,75.9,92.0
car,390,1,1,1,1,1,1,0.5,1,0,0,0,696.0,2088.0,216.0,0.0,900.0,2602,75.9,816.0
public_transport,390,1,1,1,1,1,0,0.5,1,1,0,0,696.0,2088.0,216.0,0.0,900.0,2602,75.9,816.0
public_transport,390,1,0,1,1,1,1,0.0,0,0,0,0,696.0,2088.0,288.0,0.0,900.0,1760,75.9,816.0
walk,186,1,0,1,1,1,0,0.0,0,1,0,0,528.0,1584.0,288.0,0.0,684.0,916,75.9,88.0
